tokenized_text,homophobia,obscene,insult,racism,misogyny,xenophobia
"['Agonia', 'porra', 'mermão', 'dever', 'ter', 'virar', 'apontar', 'faca', 'pra']",False,True,False,False,False,False
"['tandar', 'oposta', 'caralho', 'pitbull', 'Porraaaaa']",False,True,False,False,False,False
"['saudade', 'amigo', 'porra']",False,True,False,False,False,False
"['listar', 'minimo', 'ridicular', 'gente', 'nada', 'contra', 'lizzo', 'mulher', 'acabar', 'lançar', 'debut', 'ir', 'cantar', 'superbowl']",False,False,True,False,False,False
"['homem', 'baixar', 'auto', 'estimar', 'tbmei', 'homem', 'ler', 'feio']",False,False,True,False,False,False
"['detesto', 'pais', 'mente', 'fechar', 'filho', 'grande', 'idade', 'proibir', 'fazer', 'coisa', 'simples', 'furo', 'nariz', 'apenas', 'gente', 'falar', 'sério', 'furo', 'nariz', 'pqp']",False,True,False,False,False,False
"['puta', 'Merda', 'Brasil']",False,True,True,False,False,False
"['achar', 'bonito', 'tão', 'piranha', 'sim', 'inclusive', 'algum', 'amigo', 'solteiro', 'mandar', 'pra']",False,False,True,False,True,False
"['pqp', 'mano', 'caralhudar', 'bonito', 'caralho']",False,True,True,False,False,False
"['hur', 'Dur', 'sonseeina', 'nao', 'vilao', 'saber', 'corno', 'ler', 'caralho', 'livro', 'saber', 'inferno', 'querer', 'achar', 'diferentao', 'gente', 'arrogante', 'em esse', 'caralho', 'de esse', 'casa']",False,True,True,False,False,False
"['Moro', 'espernear', 'meio', 'mau', 'ralé', 'refém', 'escroto', 'bolsonarismo', 'agarrar', 'jurista', 'terrivelmente', 'evangélico', 'sujeito', 'sórdido', 'magno', 'malta', 'tentar', 'suspiro', 'jamais', 'glóriar', 'desde', 'sempre', 'vazia', 'virar', 'escória', 'tão', 'pouco', 'tempo', 'Justiça', 'juiz', 'ladr']",False,False,True,False,False,False
"['kkkkkk', 'começar', 'rir', 'dever', 'ter', 'pensar', 'pqp', 'falar', 'merdo']",False,True,False,False,False,False
"['putar', 'frio', 'ir', 'sair', 'coberto', 'rua']",False,True,False,False,False,False
"['vitória', 'assim', 'apaixono', 'bom', 'cuir', 'baby', 'bom', 'kkkkkkkkkkkkkkkkkkkk', 'vitória', 'fdp', 'briinca', 'mtt']",False,True,False,False,False,False
"['vtnc', 'tbm']",False,True,True,False,False,False
"['caralho', 'tandar']",False,True,False,False,False,False
"['putinha', 'cer']",False,True,True,False,True,False
"['pensar', 'segundo', 'feira', 'ir', 'obrigado', 'botar', 'pé', 'Escola', 'retardar', 'olhar']",False,False,True,False,False,False
"['dizer', 'maluco', 'andar', 'uber', 'sozinha', 'perigoso', 'deus', 'livre']",False,False,False,False,False,False
"['kkkkkk', 'pau']",False,False,False,False,False,False
"['pqp', 'homem', 'gostosoooooooooo']",False,True,False,False,False,False
"['parecer', 'bolsominion', 'puto', 'froto', 'falar', 'verdade', 'hahahaher']",False,False,False,False,False,False
"['dever', 'rua', 'aproveitar', 'rola', 'viver', 'casa', 'ver', 'golpe', 'sorte']",False,False,False,False,False,False
"['ir', 'levar', 'pra', 'ajudar', 'lavar', 'maquina', 'estradinha', 'fudir', 'kkkkkkkkkkk']",False,True,True,False,False,False
"['Bike', 'facilitar', 'tanto', 'correr', 'pqp']",False,True,False,False,False,False
"['deixar', 'chupar', 'pau']",False,True,False,False,False,False
"['querer', 'treinar', 'volei', 'escola', 'simplesmente', 'cagar', 'pro', 'time', 'base', 'ir', 'tomar']",False,True,True,False,False,False
"['puto', 'gente', 'falar', 'mal', 'asmr', 'tão', 'bom', 'kkkkkkkkkkk']",False,False,True,False,False,False
"['bicha', 'car', 'ligar', 'pra', 'diretas', 'lerdo', 'botar']",True,False,False,False,False,False
"['fiz', 'post', 'pro', 'Bailey', 'vergonha', 'tao', 'feio']",False,False,False,False,False,False
"['pra', 'nois', 'rachar', 'fazer', 'churra', 'ninguém', 'intimo', 'caraio']",False,True,True,False,False,False
"['min', 'barroso', 'discursar', 'cinismo', 'sempre', 'afirmar', 'entender', 'todo', 'estardalhaço', 'vazamento', 'criminoso', 'nada', 'mudar', 'fato', 'petrobrás', 'ter', 'ser', 'saquear', 'dever', 'mão', 'conteúdo', 'Filho', 'putar', 'vamo', 'deixar', 'pra', 'nome']",False,True,True,False,False,False
"['ludi', 'ganhar', 'sorteio', 'pqp']",False,True,False,False,False,False
"['essência', 'puro', 'gosto', 'loucuralindo', 'flor', 'achar', 'floriculturo']",False,False,False,False,False,False
"['mulher', 'Brasil', 'mulher', 'gostoso', 'cacete']",False,False,False,False,False,False
"['carair', 'fracassar', 'vey', 'Kkkk']",False,False,False,False,False,False
"['frio', 'fudido', 'ir', 'ter', 'escolher', 'outro', 'roupa', 'pro', 'chá', 'bebê', 'annalu']",False,False,False,False,False,False
"['paizão', 'gostoso', 'rola', 'grosso']",False,True,False,False,False,False
['lixo'],False,False,False,False,False,False
"['outro', 'generalizar', 'escrotoa', 'falar', 'malde', 'homi']",False,False,False,False,False,False
"['todo', 'dia']",False,False,False,False,False,False
"['bíblia', 'dizer', 'inimigo', 'ir', 'trazer', 'lixo', 'vir', 'luxo', 'abraçar', 'luxo', 'jogar', 'lixo', 'confiar', 'qualquer', 'pessoa', 'menos', 'qualquer', 'sorriso']",False,False,False,False,False,False
"['canso', 'ver', 'ouvir', 'coisa', 'bom', 'governo', 'fazer']",False,False,False,False,False,False
"['porra', 'querer', 'ficar', 'falar', 'merda', 'antes', 'prova', 'desgraça', 'desligo', 'Internet']",False,False,True,False,False,False
"['porra', 'amo', 'mtor', 'foda', 'bolo', 'inteiro']",False,True,False,False,False,False
"['luta', 'épico', 'viúvo', 'negro', 'sonya', 'blade', 'ganhar']",False,False,False,False,False,False
"['pqp', 'jogadora', 'repúblico', 'dominicano', 'todo', 'bundudo']",False,True,False,False,False,False
"['bato', 'neurose', 'amiga', 'Caralho', 'amig']",False,True,True,False,False,False
"['meter', 'ir', 'vario', 'lugar', 'kkkkkk', 'ir', 'feio', 'iii', 'assim', 'tendi', 'nao', 'nao', 'ir']",False,False,False,False,False,False
"['deitar', 'caralho', 'ir', 'trabalhar', 'fdp']",False,True,True,False,False,False
"['morrer', 'saudade', 'de esse', 'porra']",False,True,False,False,False,False
"['caralho', 'Graça', 'ontem']",False,True,False,False,False,False
"['puta', 'parir', 'ódiooooooooo', 'querer', 'morrer', 'lixo', 'tudo']",False,True,True,False,False,False
"['deixar', 'empatar', 'pqp']",False,True,False,False,False,False
"['tar', 'ver', 'um', 'vídeo', 'Filipe', 'ret', 'mano', 'nunca', 'feio', 'pqp', 'homem', 'lir', 'porra']",False,True,False,False,False,False
"['feio', 'transição', 'tbm', 'ruim']",False,False,False,False,False,False
"['larápio', 'dever', 'afastar', 'junto', 'corja', 'envergonhar', 'Brasil', 'cambar', 'corrupto']",False,False,True,False,False,False
"['enfiar', 'palpitir', 'inferno', 'Pinto']",False,True,True,False,False,False
"['fav', 'primeiro', 'impressão', 'chato', 'irritante', 'nível', 'proximidader', 'mensagem', 'pra', 'odeio', 'feio', 'ppp', 'tédio', 'vamo']",False,False,True,False,False,False
"['pensar', 'pica', 'pau', 'poder', 'nome', 'posição', 'sexual', 'gay']",False,True,False,False,False,False
"['caralho', 'namorar', 'gostoso', 'msm']",False,True,False,False,False,False
"['contra', 'violência', 'porém', 'fogo', 'racista']",False,False,True,False,False,False
"['mano', 'querer', 'pra', 'aula', 'segundo', 'feira', 'puto', 'merdo']",False,True,False,False,False,False
"['parabéns', 'vcs', 'ganhar', 'agr', 'segurar', 'feio']",False,False,False,False,False,False
"['mano', 'viajar', 'ir', 'ficar', 'puta']",False,False,False,False,False,False
"['ir', 'comer', 'ler']",False,True,True,False,False,False
"['cru', 'tetai', 'nordiste', 'koi', 'fdp']",False,False,False,False,False,False
"['ir', 'começar', 'chamar', 'feio', 'então']",False,False,True,False,False,False
"['ranço', 'gnt', 'assim']",False,False,True,False,False,False
"['frio', 'desgraçar', 'tirar', 'vontade', 'sair']",False,False,False,False,False,False
"['morrer', 'dor', 'puta', 'parir']",False,True,False,False,False,False
"['bom', 'Brasil', 'Caralho']",False,True,False,False,False,False
"['ir', 'macho', 'comedor', 'foder', 'gostoso', 'rabo', 'guloso', 'puto', 'precisar', 'ir', 'aqui', 'baixo', 'ver', 'pertinho', 'cena', 'maravilhoso']",False,True,False,False,False,False
"['puto', 'Kkkk']",False,False,False,False,False,False
"['sdd', 'porra', 'nenhum', 'escola', 'querer', 'férias', 'novo']",False,True,False,False,False,False
"['mina', 'passar', 'mal', 'cara', 'jogar', 'babaco']",False,False,True,False,False,False
"['iludir', 'demais', 'pqp']",False,True,False,False,False,False
"['bom', 'pra', 'ohm', 'tomar', 'seguro']",False,True,False,False,False,False
"['porra', 'matar']",False,True,True,False,False,False
"['pqp', 'relikia', 'kkkkk', 'legal']",False,True,False,False,False,False
"['fazer', 'caralho']",False,True,False,False,False,False
"['bom', 'dia', 'bom', 'tarde', 'bom', 'noitenão', 'sorrisinhonãor', 'conversa', 'nenhum', 'gambacara', 'feio', 'camisa', 'palmeiras', 'corpo', 'agressividadeamanhã', 'derbyr', 'ter', 'raiva', 'de esse', 'raça', 'malditar']",False,False,True,True,False,False
"['caio', 'chamar', 'geral', 'hora', 'pra', 'acabar', 'sozinho', 'msm', 'quiser', 'beijar', 'beija', 'querer', 'fuder', 'fode', 'poder', 'destruir', 'casa', 'Kkkkkkkkkkkkk', 'irmão', 'resenhar', 'ir', 'fluir']",False,True,False,False,False,False
"['guardar', 'vagabunda', 'deliquente', 'principalmente', 'mina', 'carente']",False,False,False,False,False,False
"['achar', 'car', 'feio', 'mundo', 'lkkkkkkkkkk']",False,False,False,False,False,False
"['então', 'chupa', 'rola', 'amore', 'kakakakakak']",False,True,False,False,False,False
"['sentir', 'lixo', 'bom']",False,False,False,False,False,False
"['vagabur', 'nada', 'perder', 'valioso', 'perder', 'dignidade', 'homem', 'honesto']",False,False,True,False,False,False
"['assim', 'deixar', 'cadela', 'canil', 'dogão', 'belga']",False,True,False,False,True,False
"['gostar', 'rabo']",False,True,False,False,False,False
"['cliente', 'novinho', 'ano', 'arregar', 'rola', 'estoquei', 'força', 'estoquei', 'hahaho']",False,True,False,False,False,False
"['vsf', 'fdp']",False,True,True,False,False,False
"['precisar', 'um', 'parça', 'chamar', 'pra', 'algum', 'resenho', 'preço', 'lula', 'pqp']",False,True,False,False,False,False
"['pai', 'tempão', 'chamar', 'Luísa', 'nada', 'olhar', 'falar', 'tchau', 'menina', 'dar', 'pulo', 'colo', 'mãe', 'porra']",False,False,False,False,False,False
"['porra', 'tipo', 'desgraçadx', 'mental', 'basear', 'relacionamento', 'coisa', 'tão', 'fútil', 'inferno']",False,True,True,False,False,False
"['roofr', 'inferno', 'crédito', 'ícone', 'tcc', 'rolar']",False,True,False,False,False,False
"['ainda', 'bem', 'achar', 'bonito', 'feio', 'mesmo']",False,False,False,False,False,False
"['toda', 'vez', 'vejo', 'vídeo', 'um', 'flashback', 'porquê', 'qualquer', 'situação', 'polícia', 'sempre', 'expor', 'ninguém', 'nunca', 'respeitar', 'triste', 'demais', 'tratar', 'lixo', 'ouro']",False,False,False,False,False,False
"['pessoa', 'passinho', 'ridículo']",False,False,False,False,False,False
"['enrabar', 'gostoso', 'carair']",False,True,False,False,False,False
"['Yuehua', 'Cube', 'cansar', 'tomar', 'puta', 'parir', 'empresa', 'burro', 'caralho']",False,True,True,False,False,False
"['ngm', 'obrigar', 'ngm', 'capacho', 'ngm', 'porra']",False,True,False,False,False,False
"['nervoso', 'Brasil', 'ganhar', 'porra']",False,True,False,False,False,False
"['parecer', 'pouco', 'lúcer', 'outro']",False,False,False,False,False,False
"['manooooo', 'ir', 'foder', 'corpo', 'dominicano', 'oitar', 'maravilha', 'mundooooo']",False,True,True,False,True,False
"['passar', 'mal', 'carair']",False,True,False,False,False,False
"['doutor', 'palhaço', 'pagliacci']",False,False,False,False,False,False
"['pau', 'rosinhar', 'dentro', 'bucetinha']",False,True,False,False,False,False
"['porra', 'ânimo', 'pra', 'nada', 'semana', 'aula', 'de esse']",False,True,False,False,False,False
"['tir', 'porra', 'jogo', 'fdp']",False,True,True,False,False,False
"['grama', 'Purple', 'kush', 'pqp', 'roubo']",False,True,False,False,False,False
"['kkkkkskmskskskskkaksksk', 'ir', 'fuder', 'galalau']",False,True,True,False,False,False
"['mamar', 'amigo', 'héterar', 'puto', 'demais', 'apoio']",False,True,False,False,False,False
"['dia', 'lir', 'vsf']",False,True,False,False,False,False
"['tar', 'trabalho', 'ainda', 'tou', 'aqui', 'alphaville', 'ainda', 'frio', 'porra']",False,True,False,False,False,False
"['kkkkk', 'pqp', 'mano', 'falar', 'merdar', 'pele', 'saber', 'bem', 'devo', 'militar', 'saber', 'bem', 'oque', 'dever', 'militar', 'concordar', 'conhecer', 'realidade', 'deixar', 'homem', 'merr', 'ainda', 'comentário']",False,False,True,False,False,False
"['nome', 'dizer', 'campo', 'grande', 'gente', 'grande', 'kkkk', 'um', 'bairro', 'kkkkkkk', 'dois', 'guanabara', 'noção', 'kkkk', 'bglh', 'vários', 'shopping', 'então', 'vir', 'frase', 'moro', 'campo', 'grande', 'conhece', 'fulano', 'conheço', 'caralho', 'aqui', 'país']",False,True,False,False,False,False
"['vontade', 'abrir', 'alma', 'grande', 'medo', 'tomar', 'grande']",False,True,False,False,False,False
"['bobear', 'uno', 'pau', 'passar', 'feed']",False,True,False,False,False,False
['porra'],False,True,False,False,False,False
"['desgraçar', 'poder', 'faze', 'live', 'sozinho', 'novo', 'invés', 'roubar', 'outro', 'ahhh']",False,False,True,False,False,False
"['siiim', 'pqp']",False,True,False,False,False,False
"['kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'porra', 'festival', 'neguin', 'dormir', 'call', 'cedo', 'luigi', 'madrugada', 'desconectar', 'quase', 'manhã', 'tar', 'peidar', 'call', 'Kkkkkkkkkkk']",False,True,False,False,False,False
"['ir', 'fazer', 'falei', 'quero', 'prova']",False,True,False,False,False,False
"['princesa', 'malditar', 'amo']",False,False,False,False,False,False
['biquin'],False,False,False,False,False,False
"['pessoal', 'esquerdar', 'gostar', 'falar', 'asneira']",False,False,True,False,False,False
"['meder', 'quanto', 'tremer', 'frio', 'caralho']",False,True,False,False,False,False
"['malta', 'ainda', 'votar', 'ainda', 'ir', 'tempo', 'de este', 'merda', 'façam', 'holympo', 'ninguém', 'merecer', 'let', 'Brother']",False,False,False,False,False,False
"['barroso', 'mao', 'nao', 'conseguir', 'esconder']",False,True,False,False,False,False
"['caralho', 'nairóbi', 'Kkkk', 'porra', 'foda', 'fiquei', 'decepcionar']",False,True,False,False,False,False
"['bahia', 'foda', 'demais', 'pqp', 'gigante']",False,True,False,False,False,False
"['ita', 'dizer', 'gordar', 'nayar']",False,False,False,False,False,False
"['sapatão', 'ser', 'consolar', 'amiga', 'hetero']",True,True,False,False,False,False
"['todo', 'dia', 'cis', 'passar', 'vergonha', 'comentar', 'parecer', 'trans', 'aparência', 'trans', 'ir', 'tomar', 'inferno']",False,True,True,False,False,False
"['nublar', 'puta', 'frio', 'sabar', 'dia', 'paz']",False,True,False,False,False,False
"['ainda', 'superei', 'fato', 'morar', 'nicola', 'sete', 'mês', 'convivência', 'horrível', 'chegar', 'chá', 'buceta', 'virtual', 'em esse', 'menino', 'tudo', 'casa', 'melhorar']",False,True,False,False,False,False
['pau'],False,True,True,False,False,False
"['tengo', 'pal', 'Screenshot']",False,False,False,False,False,False
"['bglh', 'enfiar', 'todo', 'expectativa', 'viver', 'suave']",False,True,False,False,False,False
"['fazer', 'sei', 'achar', 'achar', 'piranha', 'bem', 'legal']",False,False,True,False,True,False
"['messia', 'babaco', 'ideio', 'pra']",False,False,True,False,False,False
"['nike', 'odeio', 'Krl', 'tênis', 'fdp']",False,True,True,False,False,False
"['pai', 'foda', 'ver', 'pqp']",False,True,False,False,False,False
"['ofensa', 'delongo', 'polêmico', 'plantão', 'levar', 'simples', 'tweet', 'forma', 'positivo', 'vangloriar', 'corpo', 'ação', 'único', 'indubitavelmente', 'mulher', 'forte', 'seguro', 'bate', 'mão', 'mês', 'assumir', 'pico']",False,False,False,False,False,False
"['pqp', 'fazer']",False,True,False,False,False,False
"['buceto', 'linda', 'gostoso']",False,True,False,False,False,False
"['égua', 'galerar', 'cara', 'ano', 'andar', 'amigo', 'pqp', 'crescer']",False,False,True,False,False,False
"['acordar', 'mexi', 'eaindo', 'bêbadaputa', 'parir']",False,True,False,False,False,False
"['twitter', 'definitivamente', 'rede', 'social', 'tóxico', 'pessoa', 'vir', 'pra', 'reclamar', 'vida', 'julgar', 'vida', 'alheio', 'ter', 'caralho', 'nenhum', 'ver', 'vida', 'outro', 'pessoa', 'humano', 'precisar', 'ter', 'senso']",False,False,False,False,False,False
"['querer', 'ter', 'corpo', 'feio']",False,False,False,False,False,False
"['dar', 'um', 'beijinho', 'fizemos', 'luau', 'um', 'beck', 'um', 'violão', 'frente', 'praia', 'bocar', 'rolar', 'infelizmente', 'perdi']",False,True,False,False,False,False
"['rapaz', 'ondar', 'mina', 'fazer', 'lista', 'macho', 'escroto', 'cidade', 'engraçar', 'certo', 'ponto', 'margem', 'pra', 'merda', 'kkkk', 'poder', 'Merda', 'kkkkkkkk', 'listar', 'mlk', 'fazer', 'femea', 'escroto', 'comissão', 'pra', 'decidir', 'nome']",False,False,False,False,False,False
"['ester', 'ester', 'explicar', 'direito', 'leeh', 'porra', 'jumenta', 'deixar', 'lerdaisso', 'amo']",False,False,True,False,False,False
"['foda', 'cor', 'car', 'merecia', 'apanhar', 'lixo', 'pessoa']",False,True,True,False,False,False
"['porra', 'roupa', 'mixuruco', 'parecer', 'look', 'pra', 'cover', 'pra', 'caralho']",False,True,True,False,False,False
"['roubar', 'bilhoes', 'nao', 'reformar', 'predio', 'ministerio', 'congresso', 'senar', 'etc', 'posse', 'presidente', 'fiquei', 'envergonhar', 'mosaico', 'estao', 'lixo', 'persina', 'cair', 'horror', 'brasilia', 'precisar', 'bom', 'faxina', 'rodoviar', 'virar', 'albergue']",False,False,False,False,False,False
"['ridículo', 'dar', 'logo', 'soco', 'carar']",False,False,True,False,False,False
"['czar', 'burro', 'em isso', 'assisti', 'filme', 'elizabethe', 'ali', 'saber', 'reinar', 'país']",False,False,True,False,False,False
"['sigar', 'caralhoooooooestação', 'serviço', 'caralho', 'algarvar', 'todo', 'comemosbenfico', 'merdo']",False,True,True,False,False,False
"['pedir', 'nude', 'mandar', 'vídeo', 'Luckhaos', 'lil', 'lixo', 'diss', 'pro', 'kuster', 'dar', 'block', 'achar', 'pedir', 'nude', 'corpo', 'tolo', 'Mandei', 'alma']",False,False,False,False,False,False
"['caralho', 'foda', 'repartir', 'peixe', 'meio', 'kkkk']",False,True,False,False,False,False
"['gravei', 'gostoso', 'cama', 'soquei', 'pau']",False,True,False,False,False,False
"['tudo', 'caro', 'pra', 'caralho']",False,True,False,False,False,False
"['narutin', 'amg', 'gostar', 'pra', 'caralho', 'pizza', 'Weed']",False,True,False,False,False,False
"['dever', 'puto', 'pai', 'compro', 'meiota', 'deixar', 'montar', 'cima', 'ficar']",False,False,False,False,False,False
"['vorzinho', 'ano', 'pau', 'torto', 'levemente', 'inclinar', 'grau', 'esquerdar', 'curvatura', 'pro', 'Sul']",False,True,False,False,False,False
"['febre', 'malditar', 'estragar', 'viagem']",False,False,True,False,False,False
"['vejo', 'preço', 'de esse', 'Lanche', 'pensar', 'porra', 'pra', 'fazer', 'casa']",False,True,False,False,False,False
"['feder', 'vodka', 'malditar']",False,False,True,False,False,False
"['dizer', 'jongin', 'bottom', 'ficar', 'puto', 'mau']",False,False,False,False,False,False
"['raiva', 'gente', 'biscoiteira', 'puta', 'parir']",False,True,True,False,False,False
"['querer', 'pedir', 'pra', 'vcs', 'postar', 'spoiler', 'descendente', 'todo', 'mundo', 'ver', 'porra', 'acabar', 'estrear', 'aqui', 'semana', 'vir', 'então', 'conto', 'empatir', 'postar', 'spoiler', 'beijo']",False,True,False,False,False,False
"['agora', 'ir', 'mudar', 'pqp', 'preguiçar']",False,True,False,False,False,False
"['dormi', 'pra', 'caralho', 'kkkkkkkkk', 'soninho', 'gostoooooso']",False,True,False,False,False,False
"['moral', 'pai', 'mau', 'gosto', 'pqpestragar', 'tudo', 'decoraçao', 'querer']",False,True,False,False,False,False
"['laila', 'vagabunda', 'fazer', 'lorenzo', 'falar', 'titia', 'feio']",False,False,True,False,True,False
"['ter', 'saudade', 'alguém', 'fodir']",False,True,False,False,False,False
['resumir'],False,False,False,False,False,False
"['vei', 'Conheci', 'pessoa', 'ano', 'ficar', 'próximo', 'pqp', 'mexer', 'cmg', 'jeito', 'surreal', 'amo', 'Pessoa', 'juro', 'problema', 'sepa', 'sentir', 'msm', 'coisa', 'tristir', 'realidade']",False,True,False,False,False,False
"['respeitar', 'menina', 'porra']",False,True,False,False,False,False
"['porra', 'sempre', 'sonhei', 'sair']",False,True,False,False,False,False
"['caralho', 'poder', 'aplaudir', 'série']",False,True,False,False,False,False
"['amo', 'fdp']",False,True,False,False,False,False
"['poder', 'brincar', 'em esse', 'caralho']",False,True,False,False,False,False
"['sonho', 'perfeito', 'pqp']",False,True,False,False,False,False
"['kkkkkkkkkkkkkkkkkkkkkkk', 'gente', 'par', 'zoar', 'macho', 'branquinho', 'ontem', 'falar', 'feministo', 'vadia']",False,False,True,True,False,False
"['enfiar', 'rivalidade', 'vcs', 'criar', 'desnecessariamente', 'apreciem', 'imagem', 'linr']",False,True,True,False,False,False
['caralho'],False,True,True,False,False,False
"['acordar', 'mãe', 'berro', 'torcer', 'pra', 'seleção', 'fem', 'vôlei', 'jeito', 'sofrer', 'aqui', 'hahahahar', 'classificar', 'porra']",False,True,False,False,False,False
"['achar', 'ridículo', 'povo', 'vender', 'ingresso', 'arraiana', 'véi', 'moral']",False,False,True,False,False,False
"['mano', 'querer', 'churra', 'fila', 'puto', 'pqp']",False,True,False,False,False,False
"['credo', 'pessoa', 'mal', 'amar']",False,False,True,False,False,False
"['bom', 'fazer', 'algum', 'juiz', 'canalhar', 'stf', 'aviso', 'previo']",False,False,True,False,False,False
"['feio', 'pobre', 'gordo', 'ansioso', 'inseguro', 'lerdinho', 'mermao', 'merdar']",False,False,True,False,False,False
"['moisésr', 'nino', 'paraíba']",False,False,False,False,False,False
"['mano', 'inglês', 'horário', 'agora', 'putor']",False,False,False,False,False,False
"['pqp', 'heiin']",False,True,False,False,False,False
"['amargo', 'mano', 'caralho']",False,True,True,False,False,False
"['Ganhamos', 'porra', 'crl']",False,True,False,False,False,False
"['nome', 'dever', 'deixar', 'carolino', 'passar', 'senhor', 'arrumar', 'enrolação', 'pqp']",False,True,False,False,False,False
"['pessoa', 'aprender', 'tão', 'retardado']",False,False,False,False,False,False
"['jéssico', 'meteu', 'pqp']",False,True,False,False,False,False
[],False,True,True,False,False,False
"['alguém', 'donalds', 'pra', 'bichinha', 'osso']",False,False,True,False,False,False
"['tar', 'ali', 'frente', 'car', 'solzinho', 'trocar', 'alta', 'ideia', 'porra', 'vir', 'baía', 'friaca', 'aqui', 'dentro', 'vsf']",False,True,False,False,False,False
"['pau', 'luco', 'fazer', 'viciar', 'em aquele', 'funk', 'estranho', 'kkkkk', 'ooooo', 'bom']",False,False,True,False,False,False
"['vcs', 'sao', 'chato', 'caraio']",False,True,True,False,False,False
"['querer', 'ofender', 'amiga', 'pqp', 'filha', 'puto']",False,True,True,False,False,False
"['bom', 'nois', 'gabaritar', 'merda', 'pqp', 'aguento', 'simular']",False,True,False,False,False,False
"['retardar', 'dois', 'eu']",False,False,True,False,False,False
"['tadinha', 'síndrome', 'pau']",False,False,True,False,True,False
"['bom', 'tarde', 'meninas', 'aviso', 'direto', 'tabacarinhar', 'balcão', 'loja', 'lixo', 'geral', 'loja', 'contar', 'tecnologia', 'lixeiro', 'caso', 'consiga', 'localizar', 'usar', 'mesmo', 'boquinha', 'usar', 'pra', 'responder', 'bom', 'dia', 'pra', 'perguntar', 'onde', 'encontrar']",False,False,False,False,False,False
"['pintir', 'super', 'bom', 'pessoa', 'porque', 'verdade', 'amor', 'vez', 'lixo', 'pessoa', 'especialmente', 'mundo', 'obrigar']",False,False,False,False,False,False
"['singarro', 'simpático', 'fodasekkkkkk']",False,True,False,False,False,False
"['indignado', 'merdar', 'nenhum', 'mulher', 'dever', 'tratado', 'assim', 'ainda', 'achar', 'normal', 'pqp', 'parecer', 'cachorro', 'cio']",False,True,True,False,False,False
"['depilar', 'todo', 'menstruação', 'descer', 'nada', 'putar', 'merdo']",False,True,False,False,False,False
"['exatamente', 'assim', 'agem', 'poder', 'ver', 'todo', 'discussão', 'sulista', 'paulista', 'carioca', 'mineiro', 'sempre', 'apelar', 'pra', 'homofobico', 'infelizmente', 'grande', 'parte', 'achar', 'racismo', 'grave', 'dever', 'considerar']",False,False,False,False,False,True
"['trabalhar', 'em esse', 'sábado', 'chuvinha', 'ainda', 'pqp']",False,True,False,False,False,False
"['telegr', 'corrigir', 'car', 'pau', 'imprês', 'brasileiro', 'vivooo']",False,False,True,False,False,False
"['mnr', 'chorei', 'sentir', 'pra', 'crl', 'sair', 'perder', 'ir', 'tomar', 'kkkk']",False,True,True,False,False,False
"['Deus', 'Pinto', 'apontadaxo', 'xéu']",False,True,False,False,False,False
"['rolar', 'bom', 'ficar', 'quietinho', 'cervejinhar', 'msm', 'Kkkk']",False,False,False,False,False,False
"['ver', 'vôlei', 'Brasil', 'pqp', 'merdar']",False,True,True,False,False,False
"['ignorar', 'gama', 'ata', 'depender', 'eu', 'gente', 'falar', 'nunca', 'frescurar', 'atoa', 'caralho']",False,True,True,False,False,False
"['pau', 'bocar']",False,True,True,False,False,False
"['linha', 'tênuar', 'legal', 'demonstrar', 'importar', 'alguém', 'fazer', 'papel', 'idiota', 'pessoo', 'cagar', 'pra']",False,False,False,False,False,False
"['momento', 'Goals', 'sério', 'casalzão', 'porra']",False,True,False,False,False,False
"['pôr', 'ontem', 'nunca', 'parar', 'fumar', 'retardar']",False,False,True,False,False,False
"['cada', 'dia', 'fico', 'surpresa', 'assustar', 'nataly', 'sério', 'pqp']",False,True,False,False,False,False
"['povo', 'votar', 'neles', 'gostar', 'de esse', 'discursosaté', 'ir', 'demorar', 'pra', 'perceber']",False,False,False,False,False,False
"['frio', 'caralho']",False,True,False,False,False,False
"['pqp', 'rolê']",False,True,False,False,False,False
"['guardei', 'caderno', 'desde', 'série', 'Cheios', 'figurinha', 'conteúdo', 'importantíssimos', 'mudança', 'janeiro', 'tio', 'jogo', 'todo', 'lixo', 'inclusive', 'importante', 'último', 'ano', 'ensino', 'médio', 'lembro', 'de isso', 'chorar']",False,False,False,False,False,False
"['putar', 'dor', 'barriga', 'tou', 'ter', 'nojo']",False,False,False,False,False,False
"['de eu', 'richard']",False,False,False,False,False,False
"['saber', 'chato', 'coach', 'gostar', 'coach', 'puta', 'parir']",False,True,True,False,False,False
"['Kkkkkkkkkkkkk', 'sair', 'capeta']",False,False,True,False,False,False
"['vamo', 'ganhar', 'porra']",False,True,False,False,False,False
"['bom', 'cabuloso', 'de esse', 'bixa']",True,False,True,False,False,False
"['porra', 'ano']",False,True,True,False,False,False
"['kkkkkkk', 'pqp', 'olhar', 'onde', 'vir', 'encontrar']",False,True,False,False,False,False
"['odeio', 'usar', 'tinder', 'publicidade', 'pro', 'instagr', 'tomar', 'match', 'falar', 'mal', 'chat', 'tinder', 'então', 'pedir', 'pra', 'seguir', 'insta', 'nunca', 'chamar', 'Enfia', 'Follow', 'anjo']",False,True,True,False,False,False
"['tbm', 'qnd', 'pro', 'jogo', 'fdp']",False,True,True,False,False,False
