text,tokenized_text,homophobia,obscene,insult,racism,sexism,xenophobia
graca show onde cara fica parado tocando violao shows batesse,"['graca', 'show', 'onde', 'cara', 'ficar', 'parar', 'tocar', 'Violao', 'show', 'batesse']",0,0,0,0,0,0
puto bolado fds tbm,"['puto', 'bolar', 'fds', 'tbm']",0,1,1,0,0,0
ensino médio todo mundo fica bonito,"['ensino', 'médio', 'todo', 'mundo', 'ficar', 'bonito']",0,0,0,0,0,0
irmãos maria mandando áudio sei gosta gente vem aqui quero ver menina hshdhshsh amor,"['irmão', 'Maria', 'mandar', 'áudio', 'saber', 'gostar', 'gente', 'vir', 'aqui', 'querer', 'ver', 'menina', 'hshdhshsh', 'amor']",0,0,0,0,0,0
quanto velhos ficamos menos amigos temosreal,"['quanto', 'velho', 'ficar', 'menos', 'amigo', 'temosreal']",0,0,0,0,0,0
amas vou criar outro twitter pra desabafar sobre,"['ama', 'ir', 'criar', 'outro', 'twitter', 'pra', 'desabafar', 'sobre']",0,0,0,0,0,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vsf,"['kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'vsf']",0,0,0,0,0,0
youtuber merda mundo馃槖馃槖馃槖 mal exemplo pros menores,"['youtuber', 'Merda', 'Mundo馃槖馃槖馃槖', 'mal', 'exemplo', 'pro', 'pequeno']",0,0,1,0,0,0
sei tudo faço desentendida sempre pra ver onde cara pau vai,"['saber', 'tudo', 'fazer', 'desentendir', 'sempre', 'pra', 'ver', 'onde', 'carar', 'pau', 'ir']",0,0,1,0,0,0
jogo cruzeiro bem perigoso,"['jogo', 'cruzeiro', 'bem', 'perigoso']",0,0,0,0,0,0
porra mlk morrendo,"['porra', 'mlk', 'morrer']",0,1,0,0,0,0
maioria cara nega usar camisinha assunto aborto geral apoia,"['maioria', 'cara', 'negar', 'usar', 'camisinha', 'assunto', 'aborto', 'geral', 'apoiar']",0,0,0,0,0,0
mentiu mentiroso caralho all men lie,"['mentir', 'mentiroso', 'caralho', 'all', 'men', 'lie']",0,0,1,0,0,0
azul melhor ugh cabelo chama feio gosto,"['azul', 'bom', 'ugh', 'cabelo', 'chamar', 'feio', 'gosto']",0,0,0,0,0,0
precisamos pra cima stf segunda feira vão afastar deltan dallagnol frente lava jato brasileiros precisamos pra cima stf urgente povo precisa unir lava jato jamais pode parar,"['precisar', 'pra', 'cima', 'stf', 'segundo', 'feira', 'ir', 'afastar', 'deltan', 'dallagnol', 'frente', 'lavar', 'jato', 'brasileiro', 'precisar', 'pra', 'cima', 'stf', 'urgente', 'povo', 'precisar', 'unir', 'lava', 'jato', 'jamais', 'poder', 'parar']",0,0,0,0,0,0
ate segui babados matriz perder nada,"['ate', 'seguir', 'babar', 'matriz', 'perder', 'nada']",0,0,0,0,0,0
infelizmente sim ufsc mpf acobertando estupradores assassinos porque policial corrupto meio ouvidor pró reitor incrível brancos classe dominantes sentem vontade praticar crimes negros pobres oriundos periferia,"['infelizmente', 'sim', 'ufsc', 'mpf', 'acobertar', 'estuprador', 'assassino', 'porque', 'policial', 'corrupto', 'meio', 'ouvidor', 'pró', 'reitor', 'incrível', 'branco', 'classe', 'dominante', 'senter', 'vontade', 'praticar', 'crime', 'negro', 'pobre', 'oriundo', 'periferia']",0,0,0,0,0,0
tamo tokyo brasil caralho olimpíadas lindas podem chorar tão merecendo aaa,"['tamo', 'tokyo', 'Brasil', 'Caralho', 'olimpíar', 'linr', 'poder', 'chorar', 'tão', 'merecer', 'aaa']",0,0,0,0,0,0
feijoada coca cola chupaaa dieta caralho,"['feijoar', 'cocar', 'colo', 'chupaaa', 'dieta', 'caralho']",0,1,0,0,0,0
faz caralho,"['fazer', 'caralho']",0,1,0,0,0,0
dias quero piranha nunca namorartem dias mufina amor deus macho pra agarrar pra,"['dia', 'querer', 'piranha', 'nunca', 'namorartir', 'dia', 'Mufina', 'amor', 'Deus', 'macho', 'pra', 'agarrar', 'pra']",0,1,0,0,0,0
brasileiro perde tempo pessoas inúteis fudeu simples assim,"['brasileiro', 'perder', 'tempo', 'pessoa', 'inútil', 'fuder', 'simples', 'assim']",0,1,1,0,0,0
vovó derretendo,"['vovó', 'derreter']",0,0,0,0,0,0
linda pode atirar primeira pedra santa nunca pecou usar nome pra esconder preconceito ridículo nojento dentro pecado amar acaso inimigo cria coisa tão bonita sabendo veio pra mata destruir família poupe poupe leia bíblia novamente atenção único poder humano perdoar aliás citou tanto versículos devia saber diz amar cita convém sei segue odeio amor amor deixou terra acabou,"['linda', 'poder', 'atirar', 'primeiro', 'pedra', 'santo', 'nunca', 'pecar', 'usar', 'nome', 'pra', 'esconder', 'preconceito', 'ridículo', 'nojento', 'dentro', 'pecar', 'amar', 'acaso', 'inimigo', 'criar', 'coisa', 'tão', 'bonito', 'saber', 'vir', 'pra', 'mata', 'destruir', 'família', 'poupe', 'poupe', 'ler', 'bíblia', 'novamente', 'atenção', 'único', 'poder', 'humano', 'perdoar', 'aliás', 'citar', 'tanto', 'versículo', 'dever', 'saber', 'dizer', 'amar', 'cita', 'convém', 'saber', 'seguir', 'odeio', 'amor', 'amor', 'deixar', 'terra', 'acabar']",0,0,1,0,0,0
confio comigo piores momentos quantas vezes quis matar depressiva nunca abandonou anos lado lado único amigo amo,"['Confio', 'comigo', 'piores', 'momento', 'quanta', 'vez', 'querer', 'matar', 'depressiva', 'nunca', 'abandonar', 'ano', 'lado', 'lado', 'único', 'amigo', 'amo']",0,0,0,0,0,0
porra celular ontem pra caiu várias vezes chão acontecendo,"['porra', 'celular', 'ontem', 'pra', 'cair', 'várias', 'vez', 'chão', 'acontecer']",0,1,0,0,0,0
aqui livro pra saber meninas falavam tanto falou exatamente tudo queria falar sabia obrigado show,"['aqui', 'livro', 'pra', 'saber', 'menina', 'falar', 'tanto', 'falar', 'exatamente', 'tudo', 'querer', 'falar', 'saber', 'obrigar', 'show']",0,0,0,0,0,0
dez anos jogos programas ainda demonizados mídia fazia associações violência desde época existiam autores tentando mostrar lado positivo levantado discussões leitura concluída,"['dez', 'ano', 'jogo', 'programa', 'ainda', 'demonizar', 'mídia', 'fazer', 'associação', 'violêncer', 'desde', 'época', 'existir', 'autor', 'tentar', 'mostrar', 'lado', 'positivo', 'levantar', 'discussão', 'leitura', 'concluído']",0,0,0,0,0,0
torcida brasil vôlei animada pra caralho maneiro,"['torcida', 'Brasil', 'vôlei', 'animar', 'pra', 'caralho', 'maneiro']",0,0,0,0,0,0
vai comer logo alguma coisa porra,"['ir', 'comer', 'logo', 'algum', 'coisa', 'porra']",0,1,0,0,0,0
ficando sdds pensar embora,"['ficar', 'sdds', 'pensar', 'embora']",0,0,0,0,0,0
cara doidim doido deu bem kkk,"['carar', 'doidim', 'doir', 'dar', 'bem', 'kkk']",0,0,1,0,0,0
caralho sabany cadê coração,"['caralho', 'sabany', 'cadê', 'coração']",0,0,0,0,0,0
pqp mano caralhuda bonita caralho,"['pqp', 'mano', 'caralhudar', 'bonito', 'caralho']",0,1,1,0,0,0
agr tirar curso engenharia pra partir puta dum ovo,"['agr', 'tirar', 'curso', 'engenharia', 'pra', 'partir', 'puta', 'de um', 'ovo']",0,1,0,0,0,0
coisa gayzao,"['coisa', 'gayzao']",1,0,0,0,0,0
maioria pessoas preconceito gordos prefiro gorda doque magra rque magra leve gordura vai fazer regime comer dia inteiro preconceito gordo,"['maioria', 'pessoa', 'preconceito', 'gordo', 'prefiro', 'gordar', 'doque', 'magrar', 'rque', 'magro', 'levar', 'gordura', 'ir', 'fazer', 'regime', 'comer', 'dia', 'inteiro', 'preconceito', 'gordo']",0,0,0,0,0,0
merece,['merecer'],0,0,0,0,0,0
bom dia amores passando pra matar saudade off ainda loirisse,"['bom', 'dia', 'amor', 'passar', 'pra', 'matar', 'saudade', 'off', 'ainda', 'loirisse']",0,1,0,0,0,0
sentindo lixo tomando banho chuva,"['sentir', 'lixo', 'tomar', 'banho', 'chuva']",0,0,1,0,0,0
porra festa comprei ainda foda,"['porra', 'festa', 'comprar', 'ainda', 'fodo']",0,1,0,0,0,0
brasileiros sao burro klr,"['brasileiro', 'sao', 'burro', 'klr']",0,1,1,0,0,0
hoje entendo pele oque mãea solteiras passam cuido duas filhas durante semana vou falar tiro chapéu pra todas mamães solteiras guerreiras,"['hoje', 'enter', 'pele', 'oque', 'mãea', 'solteira', 'passar', 'cuir', 'dois', 'filha', 'durante', 'semana', 'ir', 'falar', 'tiro', 'chapéu', 'pra', 'todo', 'mamães', 'solteira', 'guerreiro']",0,0,0,0,0,0
criticam sikera concordar feio,"['criticar', 'sikera', 'concordar', 'feio']",0,0,0,0,0,0
organização cooperação desenvolvimento econômico divulgou nota inglês demonstra preocupação cerceamento independência juízes procuradores brasileiros lei abuso autoridade,"['organização', 'cooperação', 'desenvolvimento', 'econômico', 'divulgar', 'nota', 'inglês', 'demonstrar', 'preocupação', 'cerceamento', 'independêncer', 'juíz', 'procurador', 'brasileiro', 'lei', 'abuso', 'autoridade']",0,0,0,0,0,0
infelizmente pode ter surpresa ruim qualquer momento moça horrível deve viver assada carne viva,"['infelizmente', 'poder', 'ter', 'surpresa', 'ruim', 'qualquer', 'momento', 'moça', 'horrível', 'dever', 'viver', 'assar', 'carne', 'vivo']",0,0,0,0,0,0
alguém van gogheu,"['alguém', 'van', 'goghar']",0,0,0,0,0,0
achei givaldo cara desagradável noção esiritualmente falando cheio demônio mulher ersonal tbm libertar tratamento síquico tbm,"['achar', 'givaldo', 'cara', 'desagradável', 'noção', 'esiritualmente', 'falar', 'cheio', 'demônio', 'mulher', 'ersonal', 'tbm', 'libertar', 'tratamento', 'síquico', 'tbm']",0,1,1,0,0,0
vsf nayane quero assunto contigo,"['vsf', 'em ayane', 'querer', 'assunto', 'Contigo']",0,1,1,0,0,0
vem pra vix nunca vem ver ilude idiota dmss amo kkkkkkkk gente boa pra kct,"['vir', 'pra', 'vix', 'nunca', 'vir', 'ver', 'ilude', 'idiota', 'dmss', 'amo', 'kkkkkkkk', 'gente', 'bom', 'pra', 'kct']",0,0,0,0,0,0
煤tero co莽a pqp kkkkkkkkkk anticoncepcional aben莽oe,"['煤tero', 'co莽a', 'pqp', 'kkkkkkkkkk', 'anticoncepcional', 'aben莽oe']",0,0,0,0,0,0
diabo url,"['diabo', 'url']",0,1,1,0,0,0
vai crl idiota,"['ir', 'crl', 'idiota']",0,1,1,0,0,0
boaaaaaaaaaaaaaaa respect,"['Boaaaaaaaaaaaaaaa', 'respect']",0,0,0,0,0,0
conseguir terminar mando puta merda sofrimento,"['conseguir', 'terminar', 'mar', 'puta', 'Merda', 'sofrimento']",0,1,0,0,0,0
jungkook noite tava performando rainism manhã tava indo pra escola uniforme amarelo nada acontecido,"['jungkook', 'noite', 'tar', 'performar', 'rainism', 'manhã', 'tar', 'ir', 'pra', 'escola', 'uniforme', 'amarelo', 'nada', 'acontecer']",1,0,0,0,0,0
onze santos acima bem mal cadê poder moderador devemos confiar cegamente ministros stf devemos curvar perante devemos aceitar nação fique prostrada perante,"['onze', 'santo', 'acima', 'bem', 'mal', 'cadê', 'poder', 'moderador', 'dever', 'confiar', 'cegamente', 'ministros', 'stf', 'dever', 'curvar', 'perante', 'dever', 'aceitar', 'nação', 'ficar', 'prostrar', 'perante']",0,0,0,0,0,0
sabe bem disso tanto virou putinha internet defeca msgs amor ninguém atenção quer buscar redes sociais errado porra motoboy mina usa roupa quer foto anime ainda perfil deve fazer eco cabeça,"['saber', 'bem', 'de isso', 'tanto', 'virar', 'putinha', 'Internet', 'defeca', 'msg', 'amor', 'ninguém', 'atenção', 'querer', 'buscar', 'rede', 'social', 'errar', 'porra', 'motoboy', 'mina', 'usar', 'roupa', 'querer', 'foto', 'anime', 'ainda', 'perfil', 'dever', 'fazer', 'eco', 'cabeça']",0,1,1,0,0,0
deveria preso corrupto presidiário pode concorrer presidência país aceita país sério políticos estariam bangu,"['dever', 'prender', 'corrupto', 'presidiário', 'poder', 'concorrer', 'presidência', 'país', 'aceitar', 'país', 'sério', 'político', 'estar', 'bangu']",0,0,1,0,0,0
chega falar fico,"['chegar', 'falar', 'fico']",0,0,0,0,0,0
fica nega linda pra cacete tri legal tudo bom amo,"['ficar', 'negar', 'linda', 'pra', 'cacete', 'tri', 'legal', 'tudo', 'bom', 'amo']",0,0,0,0,0,0
bem genialidade desses casos basicamente funciona cabeça trocaria nada,"['bem', 'genialidade', 'de esse', 'caso', 'basicamente', 'funcionar', 'cabeça', 'trocar', 'nada']",0,0,0,0,0,0
olhar desconfiada bragança paulista,"['olhar', 'desconfiar', 'bragança', 'paulista']",0,0,0,0,0,0
stf governa paísformado advogados medianos militantes cercados mordomias poderhoje judiciário legislativo executivopara bem brasil deveriam abrir mão mandatosnão credibilidade decisões,"['stf', 'governa', 'paísformar', 'advogado', 'mediano', 'militante', 'cercado', 'mordomia', 'poderhoje', 'judiciário', 'legislativo', 'executivoparar', 'bem', 'Brasil', 'dever', 'abrir', 'mão', 'mandatosnão', 'credibilidade', 'decisão']",0,0,1,0,0,0
caraio sei perguntando gás ainda kkkkkkkkkkj,"['caraio', 'saber', 'perguntar', 'gás', 'ainda', 'Kkkkkkkkkkj']",0,0,0,0,0,0
vou chorar igual desgraçada,"['ir', 'chorar', 'igual', 'desgraçar']",0,1,0,0,0,0
caralho voce excremento humano todos tweets sobre assunto voce defendendo sujeira volta pro esgoto rato,"['caralho', 'voce', 'excremento', 'humano', 'todo', 'tweet', 'sobre', 'assunto', 'voce', 'defender', 'sujeira', 'volt', 'pro', 'esgoto', 'rato']",0,1,1,0,0,0
ignorando legenda pois belíssima queria cortar cabelo agora,"['ignorar', 'legenda', 'pois', 'belíssima', 'querer', 'cortar', 'cabelo', 'agora']",0,0,0,0,0,0
queria porra salve,"['querer', 'porra', 'salver']",0,0,0,0,0,0
jogar água caneca porta passou bem hora tudo nele kkkkkkkk,"['jogar', 'água', 'canecar', 'porta', 'passar', 'bem', 'hora', 'tudo', 'em ele', 'kkkkkkkk']",0,0,0,0,0,0
alguém afim fuder barra,"['alguém', 'afim', 'fuder', 'barra']",0,1,0,0,0,0
relata então quanto alunos alfabetizou vivências sala aula maior desafio melhor método alfabetização,"['relatar', 'então', 'quanto', 'aluno', 'alfabetizar', 'vivência', 'sala', 'aulo', 'grande', 'desafio', 'bom', 'método', 'alfabetização']",0,0,0,0,0,0
bglh enfiar todas expectativas viver suave,"['bglh', 'enfiar', 'todo', 'expectativa', 'viver', 'suave']",0,1,0,0,0,0
esperando criança desespero arrematar algumas,"['esperar', 'criança', 'desespero', 'arrematar', 'algum']",0,0,0,0,0,0
calma negro,"['calmo', 'negro']",0,0,0,1,0,0
cara engraçado veja menina manda aki,"['cara', 'engraçar', 'ver', 'menina', 'mando', 'aki']",0,0,1,0,0,0
tantas promessas nada,"['tanto', 'promessa', 'nada']",0,0,0,0,0,0
sei nazismo foda época comunismo hoje mata matou muitas pessoas hoje criminalizado igual nazismo precisamos pensar caixa criminalizar comunismo,"['saber', 'nazismo', 'fodar', 'época', 'comunismo', 'hoje', 'matar', 'matar', 'muito', 'pessoa', 'hoje', 'criminalizar', 'igual', 'nazismo', 'precisar', 'pensar', 'caixa', 'criminalizar', 'comunismo']",0,1,1,0,0,0
caralho oque,"['caralho', 'oque']",0,0,0,0,0,0
carai sono,"['carair', 'sono']",0,0,0,0,0,0
notebook testando vtnc,"['notebook', 'testar', 'vtnc']",0,0,0,0,0,0
igual ursinho pooh comendo mel gorda,"['igual', 'ursinho', 'poohr', 'comer', 'mel', 'gordar']",0,0,0,0,0,0
custei entender pqp,"['custar', 'entender', 'pqp']",0,1,0,0,0,0
deixa sebosa,"['deixar', 'seboso']",0,0,1,0,0,0
gorda mane,"['gordar', 'mane']",0,0,1,0,0,0
eres maldito mentiroso,"['er', 'maldito', 'mentiroso']",0,0,1,0,0,0
legal fala besteira,"['legal', 'falar', 'besteira']",0,1,1,0,0,0
idiota ultil destruiu hipocrisia bolha monark,"['idiota', 'ultil', 'destruir', 'hipocrisia', 'bolha', 'Monark']",0,1,1,0,0,0
feio sdds chama quer,"['feio', 'sdds', 'chamar', 'querer']",0,0,0,0,0,0
precisa dado pra saber educação brasil merda,"['precisar', 'dar', 'pra', 'saber', 'educação', 'Brasil', 'merdar']",0,0,1,0,0,0
juanfran cansou putinha madrid vai vir pra putinha capital,"['Juanfran', 'cansar', 'putinha', 'Madrid', 'ir', 'vir', 'pra', 'putinha', 'capital']",0,0,0,0,1,0
état est moi esperando história repetir guilhotina chegar via,"['état', 'est', 'moi', 'esperar', 'história', 'repetir', 'guilhotinar', 'chegar', 'via']",0,0,0,0,0,0
falei alguma mentira,"['falar', 'algum', 'mentira']",0,0,0,0,0,0
nóia alcool parar menos camera cara vivo monte malucos esperando pra fooder,"['nóia', 'alcool', 'parar', 'pouco', 'camera', 'cara', 'vivo', 'monte', 'maluco', 'esperar', 'pra', 'fooder']",0,1,1,0,0,0
cambada canalhas,"['cambar', 'canalha']",0,0,1,0,0,0
olha preguiça bicho,"['olhar', 'preguiça', 'bicho']",0,0,0,0,0,0
ninguém aqui vai comentar sobre traição marido dessa mulher sofreu cara pega mulher casada vendo comentários elogiando dialética cara foda independente morar rua empresário rico mereceu apanhar cara deixar vergonha mtos moradores rua respeitadores gente boa usam situação fazer merdaaa,"['ninguém', 'aqui', 'ir', 'comentar', 'sobre', 'traição', 'marer', 'de esse', 'mulher', 'sofrer', 'cara', 'pego', 'mulher', 'casar', 'ver', 'comentário', 'elogiar', 'dialético', 'cara', 'foda', 'independente', 'morar', 'rua', 'empresário', 'rico', 'merecer', 'apanhar', 'cara', 'deixar', 'vergonha', 'mto', 'morador', 'ruar', 'respeitador', 'gente', 'bom', 'usar', 'situação', 'fazer', 'merdaaa']",0,0,0,0,1,0
pesado perigosa hein kkkkkkkkkkkk,"['pesar', 'perigosa', 'hein', 'kkkkkkkkkkkk']",0,0,0,0,0,0
nazismo abjeto outras deveriam,"['nazismo', 'abjeto', 'outro', 'dever']",0,0,0,0,0,0
deus frio porra,"['deus', 'frio', 'porra']",0,0,0,0,0,0
cabelo caindo ficando cada vez magra vsf vida,"['cabelo', 'cair', 'ficar', 'cada', 'vez', 'magrar', 'vsf', 'vido']",0,0,0,0,0,0
notícia boa glória deus vida deserto passando faça crescer,"['notícia', 'bom', 'glória', 'Deus', 'vida', 'deserto', 'passar', 'fazer', 'crescer']",0,0,0,0,0,0
repórter organização podre tipo globo foice piauí outras bostas poder encarar povo reporterzinho fica usa máscara criem vergonha povo vai passar cima traidores rolo compressor recado dado entendam quiserem principalmente senhores stf respeitam constituição vão encarar povo ruas,"['repórter', 'organização', 'podre', 'tipo', 'globo', 'foice', 'piauí', 'outro', 'bosta', 'poder', 'encarar', 'povo', 'reporterzinho', 'ficar', 'usar', 'máscara', 'criem', 'vergonha', 'povo', 'ir', 'passar', 'cima', 'traidor', 'rolo', 'compressor', 'recar', 'dar', 'entendar', 'quiserem', 'principalmente', 'senhor', 'stf', 'respeitam', 'constituição', 'ir', 'encarar', 'povo', 'rua']",0,0,1,0,0,0
tudo parece 茅馃槈,"['tudo', 'parecer', '茅馃槈']",0,0,0,0,0,0
maconheiro intelectual kkkkkkkkkkkkkkk vai estudar cara,"['maconheiro', 'intelectual', 'kkkkkkkkkkkkkkk', 'ir', 'estudar', 'cara']",0,0,1,0,0,0
chamo cara playboy cara ainda ficam puto sabem vdd,"['chamar', 'car', 'playboy', 'caro', 'ainda', 'ficar', 'puto', 'saber', 'vdd']",0,0,1,0,0,0
kkkkkkkkkkk mto idiota,"['Kkkkkkkkkkk', 'mto', 'idiota']",0,0,0,0,0,0
alguns livros pdf queria tanto físico,"['algum', 'livro', 'pdf', 'querer', 'tanto', 'físico']",0,0,0,0,0,0
caralho datafoda melhor entrevista muitu boa nao argumento algum,"['caralho', 'datafor', 'bom', 'entrevista', 'muitu', 'boa', 'nao', 'argumento', 'algum']",0,1,1,0,0,0
última hora juanfran novo reforço paulo lateral direito irá assinar contrato tricolor paulista meio info,"['último', 'hora', 'Juanfran', 'novo', 'reforço', 'Paulo', 'lateral', 'direito', 'ir', 'assinar', 'contrato', 'tricolor', 'paulista', 'meio', 'info']",0,0,0,0,0,0
caralho cara mané kkkkkkkkkkkkkkkkkkkkk,"['caralho', 'car', 'mané', 'kkkkkkkkkkkkkkkkkkkkk']",0,1,0,0,0,0
vou deixar pretinho pra sempre,"['ir', 'deixar', 'pretinho', 'pra', 'sempre']",0,0,0,0,0,0
bronw opinião sobre comida cor sobre existência outra pessoa gosta homossexualidade continue sendo hetero calado,"['bronw', 'opinião', 'sobre', 'comer', 'cor', 'sobre', 'existência', 'outro', 'pessoa', 'gostar', 'homossexualidade', 'continuar', 'ser', 'hetero', 'calar']",0,0,1,0,0,0
tarde embalada bom ânimo força fazer maior sonho acontecer nada entrave sorrisos esperança frente planos faça enxergar mundo cores luz,"['tarde', 'embalar', 'bom', 'ânimo', 'força', 'fazer', 'grande', 'sonho', 'acontecer', 'nada', 'entrave', 'sorriso', 'Esperança', 'frente', 'plano', 'fazer', 'enxergar', 'mur', 'cor', 'Luz']",0,0,0,0,0,0
mário ficou tão puto quis assistir último final,"['Mário', 'ficar', 'tão', 'puto', 'querer', 'assistir', 'último', 'final']",0,0,0,0,0,0
caralho mãe ferra comigo,"['caralho', 'mãe', 'ferra', 'comigo']",0,0,0,0,0,0
disse net merda,"['dizer', 'net', 'merdar']",0,0,0,0,0,0
coisa irrita novela devia superada todo mundo formar parcomo possível feliz sozinho pelamordedelz portinha helloooooo,"['coisa', 'irrito', 'novela', 'dever', 'superado', 'todo', 'mundo', 'formar', 'parcomo', 'possível', 'feliz', 'sozinho', 'pelamordedelzr', 'portinha', 'helloooooo']",0,0,0,0,0,0
agora empacada nessa merda filha puta nao responde foda nunca confio ninguem,"['agora', 'empacar', 'em esse', 'merda', 'filha', 'puto', 'nao', 'responder', 'foda', 'nunca', 'confio', 'ninguem']",0,1,1,0,0,0
primeira impressão porra louca nível proximidade mensagem pra gato pegoooo,"['primeiro', 'impressão', 'porra', 'louco', 'nível', 'proximidader', 'mensagem', 'pra', 'gato', 'pegoooo']",0,1,0,0,0,0
fdp msm kkkkkkkkkk,"['fdp', 'msm', 'kkkkkkkkkk']",0,1,0,0,0,0
wue porra caralho buceta mds desgraça,"['Wue', 'porra', 'caralho', 'Buceta', 'Mds', 'desgraçar']",0,1,1,0,0,0
mano mto feliz agora pqp,"['Mano', 'mto', 'feliz', 'agora', 'pqp']",0,0,0,0,0,0
herói profissionalherói profissionalminha individualidade fazer querer pau,"['herói', 'profissionalherói', 'profissionalminhar', 'individualidade', 'fazer', 'querer', 'pau']",0,1,0,0,0,0
olivia perfeita vontade colar foto testa,"['oliver', 'perfeito', 'vontade', 'colar', 'foto', 'testa']",0,0,0,0,0,0
concordo fiquem postando foto irmão rede social porra,"['Concordo', 'ficar', 'postar', 'foto', 'irmão', 'rede', 'social', 'porra']",0,0,0,0,0,0
estavamos ranked pinto disse tava wall,"['estava', 'ranked', 'Pinto', 'dizer', 'tar', 'wall']",0,0,0,0,0,0
vasco gama pica,"['Vasco', 'Gama', 'pico']",0,0,0,0,0,0
heteros reclamam aqui mesmos criticam casais homoafetivos adotarem crianças querem ter filhos sangue provavelmente nunca visitaram ajudaram orfanato mesmos dizem sofrer preconceito reverso porém nunca morreram corpos queimados serem heteros ensinam filhos pegarem todas serem macho violento babaca enquanto filhas sobram serem recatadas lar fazem nada respeito todos seres humanos vêm aqui dizer ensinar crianças sobre respeito genérico hipocrisia hipocrisia hipocrisia,"['hetero', 'reclamar', 'aqui', 'mesmo', 'criticar', 'casal', 'homoafetivo', 'adotar', 'criança', 'querer', 'ter', 'filho', 'sangue', 'provavelmente', 'nunca', 'visitar', 'ajudar', 'orfanato', 'mesmo', 'dizer', 'sofrer', 'preconceito', 'reverso', 'porém', 'nunca', 'morrer', 'corpo', 'queimado', 'ser', 'hetero', 'ensinar', 'filho', 'pegar', 'todo', 'ser', 'macho', 'violento', 'Babaca', 'enquanto', 'filha', 'sobr', 'ser', 'recatar', 'lar', 'fazer', 'nada', 'respeito', 'todo', 'ser', 'humanos', 'vir', 'aqui', 'dizer', 'ensinar', 'criança', 'sobre', 'respeito', 'genérico', 'hipocrisia', 'hipocrisia', 'hipocrisio']",1,0,0,0,0,0
caracou doom viado,"['caracar', 'doom', 'viar']",1,0,0,0,0,0
kkkkkkk tava puta demaais,"['kkkkkkk', 'tar', 'puta', 'demaal']",0,1,0,0,0,0
cara vai procurar fazer jornalzinho merda revista veja serve pra limpar vergonha pro brasil escroto,"['cara', 'ir', 'procurar', 'fazer', 'jornalzinho', 'Merda', 'revistar', 'ver', 'servir', 'pra', 'limpar', 'vergonha', 'pro', 'Brasil', 'escroto']",0,1,1,0,0,0
acredito falou ter grande conhecimento sobre assunto falou besteira desejo força pra pra dar volta cima pois acredito compactua ideias nazistas vai aprender erro,"['acreditar', 'falar', 'ter', 'grande', 'conhecimento', 'sobre', 'assunto', 'falar', 'besteira', 'desejo', 'forçar', 'pra', 'pra', 'dar', 'volta', 'cima', 'pois', 'acreditar', 'compactua', 'ideia', 'nazisto', 'ir', 'aprender', 'erro']",0,0,0,0,0,0
tandara oposta caralho pitbull porraaaaa,"['tandar', 'oposta', 'caralho', 'pitbull', 'Porraaaaa']",0,1,0,0,0,0
peguei gripe foda espero melhore at茅 s谩bado vem,"['peguei', 'gripe', 'foda', 'esperar', 'melhore', 'at茅', 's谩bar', 'vir']",0,0,0,0,0,0
sempre falou merda comunidade sempre passo pano,"['sempre', 'falar', 'Merda', 'comunidade', 'sempre', 'passo', 'pano']",0,0,1,0,0,0
jisung mto viadinho,"['jisung', 'mto', 'viadinho']",1,0,0,0,0,0
vendo vídeo falando horrores quieto ridícula arrogante acha rainha caiu tanto conceito volta acha dona fazenda pensa pra ficar falando assim outros,"['ver', 'vídeo', 'falar', 'horror', 'quieto', 'ridícula', 'arrogante', 'achar', 'rainha', 'cair', 'tanto', 'conceito', 'volta', 'achar', 'donar', 'fazendo', 'pensar', 'pra', 'ficar', 'falar', 'assim', 'outro']",0,0,1,0,0,0
favor sério,"['favor', 'sério']",0,0,0,0,0,0
casa bruno pertinho casa,"['casa', 'bruno', 'pertinho', 'casa']",0,0,0,0,0,0
kirido,['kirer'],0,0,0,0,0,0
menina maravilhosa beleza diminui causa beleza gata pra caralho bjs,"['menina', 'maravilhoso', 'beleza', 'diminuir', 'causa', 'beleza', 'gato', 'pra', 'caralho', 'bjs']",0,1,0,0,0,0
esquerda agoniza brasil mundo,"['esquerda', 'agonizar', 'Brasil', 'mundo']",0,0,1,0,0,0
filho puta mintregou,"['Filho', 'puta', 'mintregar']",0,1,1,0,0,0
caralho pai consegue matar própria filha cara paulada caralho,"['caralho', 'pai', 'conseguir', 'matar', 'próprio', 'filha', 'car', 'paular', 'caralho']",0,1,0,0,0,0
conseguiu processado procurador república ainda acha certo rindo desse mané cara esforçar conseguir processado aras,"['conseguir', 'processar', 'procurador', 'repúblicar', 'ainda', 'achar', 'certo', 'rir', 'de esse', 'mané', 'cara', 'esforçar', 'conseguir', 'processar', 'ara']",0,0,1,0,0,0
presidente criacionista fundamentalista neandertal cretino faz parte desses bandidos pastores evangélicos empresários bolsomerda hipócrita inescrupuloso louco,"['presidente', 'criacionista', 'fundamentalista', 'neandertal', 'cretino', 'fazer', 'parte', 'de esse', 'bandido', 'pastor', 'evangélico', 'empresário', 'bolsomerda', 'hipócrita', 'inescrupuloso', 'louco']",0,0,1,0,0,0
bateu negócio aqui,"['bater', 'negócio', 'aqui']",0,0,0,0,0,0
